id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
773,f6af08ef,Medium,Resolved,Software,Login issue,David to resolve Login issue in Software.,8/30/2024,,David,2024-08-30T08:20:00
774,b3a74f37,Low,Open,Hardware,Login issue,Low priority: Login issue (Hardware).,2/9/2024,2/9/2024,Frank,2024-02-09T05:24:00
775,09f6a44a,High,Closed,Security,VPN problem,High - VPN problem. Assigned: David.,5/18/2024,5/25/2024,David,2024-05-18T10:59:00
776,fcb2e5e8,Medium,Open,Network,Computer slow,Network issue: Computer slow — see ticket fcb2e5e8.,5/23/2024,5/23/2024,Frank,2024-05-23T01:06:00
777,ec5a26d5,High,In Progress,Access,Email not working,Bob to resolve Email not working in Access.,10/22/2024,,Bob,2024-10-22T15:11:00
778,26d8c29f,Low,Open,Hardware,Computer slow,Computer slow; Hardware; assigned Frank.,1/27/2024,,Frank,2024-01-27T18:37:00
779,56490ae1,Critical,Closed,Software,VPN problem,Software issue: VPN problem — see ticket 56490ae1.,7/15/2024,,Alice,2024-07-15T00:46:00
780,28b3bea5,High,Open,Software,Software install request,David to resolve Software install request in Software.,3/12/2024,3/20/2024,David,2024-03-12T11:22:00
781,2267efcd,Low,Resolved,Security,Computer slow,Help David with Computer slow (Security).,6/25/2024,6/26/2024,David,2024-06-25T23:31:00
782,17b58658,Low,In Progress,Hardware,Software install request,Frank to resolve Software install request in Hardware.,2/20/2024,2/25/2024,Frank,2024-02-20T06:34:00
783,b894fc82,Low,Closed,Hardware,Email not working,Email not working — Hardware ticket assigned to Frank.,8/24/2024,,Frank,2024-08-24T17:23:00
784,3e3216aa,Critical,Closed,Hardware,Email not working,Help Eve with Email not working (Hardware).,3/26/2024,,Eve,2024-03-26T18:39:00
785,d9be47ac,High,In Progress,Security,VPN problem,VPN problem reported; Alice handling; High.,5/1/2024,5/10/2024,Alice,2024-05-01T00:58:00
786,794fb286,Medium,In Progress,Security,Login issue,Login issue (Security) — ticket 794fb286.,6/14/2024,6/20/2024,Grace,2024-06-14T16:57:00
787,e5c18205,Critical,In Progress,Security,VPN problem,Critical priority: VPN problem (Security).,6/28/2024,7/6/2024,Frank,2024-06-28T17:15:00
788,f41054ac,High,Resolved,Security,Software install request,High priority: Software install request (Security).,1/18/2024,1/24/2024,Alice,2024-01-18T18:02:00
789,c309e8b4,High,Open,Network,VPN problem,Alice to resolve VPN problem in Network.,8/30/2024,9/9/2024,Alice,2024-08-30T03:00:00
790,dcfe1962,Medium,Open,Network,Email not working,Email not working — Network ticket assigned to Bob.,5/24/2024,6/2/2024,Bob,2024-05-24T20:55:00
791,bb5f324b,Critical,In Progress,Network,Software install request,Software install request; Network; assigned Bob.,5/6/2024,5/11/2024,Bob,2024-05-06T13:19:00
792,85a5a23f,High,Open,Security,Computer slow,Computer slow — Security ticket assigned to Frank.,5/12/2024,5/22/2024,Frank,2024-05-12T02:26:00
793,10499453,High,In Progress,Security,Email not working,Help Eve with Email not working (Security).,3/13/2024,3/19/2024,Eve,2024-03-13T18:25:00
794,2efe73db,Medium,Resolved,Network,Software install request,Software install request reported; Frank handling; Medium.,4/3/2024,4/8/2024,Frank,2024-04-03T05:01:00
795,9eb3c377,Low,Resolved,Hardware,Software install request,Low priority: Software install request (Hardware).,2/27/2024,3/1/2024,Carol,2024-02-27T09:53:00
796,56601f19,Critical,In Progress,Network,VPN problem,VPN problem reported; Grace handling; Critical.,4/1/2024,4/2/2024,Grace,2024-04-01T19:40:00
797,9b8819ce,Medium,In Progress,Security,VPN problem,Carol to resolve VPN problem in Security.,7/18/2024,7/28/2024,Carol,2024-07-18T16:36:00
798,23b3807f,Medium,In Progress,Security,VPN problem,VPN problem (Security) — ticket 23b3807f.,7/18/2024,7/27/2024,Grace,2024-07-18T15:31:00
799,3c10b413,Medium,Open,Network,VPN problem,VPN problem (Network) — ticket 3c10b413.,4/8/2024,4/15/2024,Eve,2024-04-08T03:24:00
800,ad794c65,Medium,In Progress,Access,VPN problem,Medium - VPN problem. Assigned: Carol.,2/10/2024,2/10/2024,Carol,2024-02-10T11:17:00
801,86996ca8,High,In Progress,Hardware,Login issue,Hardware issue: Login issue — see ticket 86996ca8.,6/22/2024,6/30/2024,Carol,2024-06-22T21:25:00
802,23ed8f99,Medium,In Progress,Hardware,Software install request,Software install request reported; Carol handling; Medium.,8/27/2024,9/6/2024,Carol,2024-08-27T08:27:00
803,02e87682,High,Closed,Access,Software install request,Software install request; Access; assigned David.,7/29/2024,8/1/2024,David,2024-07-29T02:41:00
804,f6ee4111,Critical,Open,Network,Email not working,Email not working reported; David handling; Critical.,4/22/2024,4/27/2024,David,2024-04-22T13:58:00
805,af560199,Medium,In Progress,Security,Computer slow,Help Carol with Computer slow (Security).,7/26/2024,,Carol,2024-07-26T09:08:00
806,0834a541,High,Closed,Hardware,Email not working,Alice to resolve Email not working in Hardware.,2/19/2024,2/25/2024,Alice,2024-02-19T08:25:00
807,27a05f54,High,Closed,Software,VPN problem,Help Grace with VPN problem (Software).,4/18/2024,,Grace,2024-04-18T18:49:00
808,f87e766e,Critical,In Progress,Hardware,Login issue,Login issue (Hardware) — ticket f87e766e.,1/3/2024,1/11/2024,Eve,2024-01-03T10:46:00
809,5e9a18ca,Critical,Open,Hardware,Computer slow,Hardware issue: Computer slow — see ticket 5e9a18ca.,9/26/2024,9/29/2024,Grace,2024-09-26T16:10:00
810,e09aca97,Medium,In Progress,Access,Computer slow,Medium - Computer slow. Assigned: Bob.,6/26/2024,7/5/2024,Bob,2024-06-26T14:01:00
811,bd7c6972,High,Closed,Hardware,VPN problem,Hardware issue: VPN problem — see ticket bd7c6972.,5/5/2024,,David,2024-05-05T20:57:00
812,a5ed6abe,High,Closed,Access,Login issue,High priority: Login issue (Access).,3/2/2024,3/6/2024,Frank,2024-03-02T12:56:00
813,f1d0ac84,Critical,Open,Network,VPN problem,Help Bob with VPN problem (Network).,5/6/2024,5/10/2024,Bob,2024-05-06T23:30:00
814,772dd0cd,High,Open,Access,Software install request,Access issue: Software install request — see ticket 772dd0cd.,4/21/2024,4/25/2024,David,2024-04-21T17:09:00
815,dfd49930,High,Closed,Hardware,Email not working,High priority: Email not working (Hardware).,9/21/2024,9/22/2024,Frank,2024-09-21T12:55:00
816,44a4abe7,Low,Closed,Security,Computer slow,Low priority: Computer slow (Security).,1/22/2024,,Frank,2024-01-22T02:52:00
817,4cd68022,Medium,In Progress,Network,Email not working,Network - Email not working. Priority: Medium.,6/27/2024,6/27/2024,David,2024-06-27T18:34:00
818,1ff645d4,Critical,In Progress,Hardware,Login issue,Critical - Login issue. Assigned: David.,3/8/2024,,David,2024-03-08T18:48:00
819,72b6ba8f,High,Closed,Access,VPN problem,High - VPN problem. Assigned: Bob.,1/7/2024,1/14/2024,Bob,2024-01-07T11:24:00
820,5a9bd0dd,Medium,In Progress,Network,Login issue,Network issue: Login issue — see ticket 5a9bd0dd.,10/12/2024,10/13/2024,Eve,2024-10-12T20:00:00
821,983e0cd6,Medium,Resolved,Access,Email not working,Access - Email not working. Priority: Medium.,4/30/2024,,David,2024-04-30T03:10:00
822,e9bc2aa2,Critical,Resolved,Security,Login issue,Help David with Login issue (Security).,8/8/2024,8/10/2024,David,2024-08-08T04:52:00
823,f6a937d8,Critical,Closed,Network,Software install request,Critical priority: Software install request (Network).,9/29/2024,10/1/2024,David,2024-09-29T23:36:00
824,14d09dc9,Low,Resolved,Software,Computer slow,Help Eve with Computer slow (Software).,4/23/2024,5/2/2024,Eve,2024-04-23T00:35:00
825,217128a3,High,Closed,Hardware,Email not working,High - Email not working. Assigned: David.,1/7/2024,1/17/2024,David,2024-01-07T17:40:00
826,ff11fcb5,High,Open,Software,Login issue,Eve to resolve Login issue in Software.,10/15/2024,10/19/2024,Eve,2024-10-15T10:11:00
827,577324c5,Critical,Resolved,Hardware,Software install request,Critical - Software install request. Assigned: Grace.,6/20/2024,6/24/2024,Grace,2024-06-20T09:44:00
828,0fa04f73,Medium,Closed,Software,VPN problem,VPN problem; Software; assigned Carol.,3/18/2024,3/28/2024,Carol,2024-03-18T21:32:00
829,649ac441,High,In Progress,Access,VPN problem,VPN problem reported; Frank handling; High.,7/24/2024,,Frank,2024-07-24T16:44:00
830,f86f8991,Critical,Resolved,Network,Login issue,Network issue: Login issue — see ticket f86f8991.,4/4/2024,4/9/2024,Bob,2024-04-04T01:46:00
831,830e6df4,Low,Closed,Software,Login issue,Software issue: Login issue — see ticket 830e6df4.,8/19/2024,8/22/2024,David,2024-08-19T16:31:00
832,00ab5b89,High,Closed,Network,Email not working,Email not working reported; Grace handling; High.,7/26/2024,7/29/2024,Grace,2024-07-26T12:38:00
833,c7a0e47b,High,In Progress,Security,Email not working,Email not working reported; Carol handling; High.,9/5/2024,9/6/2024,Carol,2024-09-05T15:57:00
834,0a31fbb3,Medium,In Progress,Hardware,Login issue,Medium - Login issue. Assigned: David.,9/18/2024,9/28/2024,David,2024-09-18T02:23:00
835,874d4754,High,In Progress,Network,Software install request,High - Software install request. Assigned: Carol.,2/29/2024,3/9/2024,Carol,2024-02-29T17:21:00
836,0852d7b9,High,Closed,Access,Email not working,Email not working — Access ticket assigned to Frank.,9/15/2024,,Frank,2024-09-15T13:04:00
837,3006c45b,Low,Open,Access,VPN problem,Access - VPN problem. Priority: Low.,7/21/2024,7/25/2024,Eve,2024-07-21T02:28:00
838,0c57854c,Low,In Progress,Access,Email not working,Carol to resolve Email not working in Access.,8/11/2024,8/22/2024,Carol,2024-08-11T06:06:00
839,f766b507,Critical,Resolved,Hardware,Login issue,Login issue reported; Eve handling; Critical.,3/10/2024,3/15/2024,Eve,2024-03-10T00:15:00
840,e55e853d,Critical,Closed,Network,VPN problem,Critical priority: VPN problem (Network).,8/19/2024,,Frank,2024-08-19T18:14:00
841,1f395586,High,In Progress,Security,Software install request,Software install request; Security; assigned David.,2/1/2024,,David,2024-02-01T14:34:00
842,1af5b250,Medium,Closed,Security,Login issue,Medium - Login issue. Assigned: Carol.,1/13/2024,1/13/2024,Carol,2024-01-13T03:41:00
843,ce48247d,Critical,In Progress,Software,Email not working,Email not working reported; Bob handling; Critical.,8/29/2024,9/7/2024,Bob,2024-08-29T21:23:00
844,771355fb,Low,Open,Network,Email not working,Low - Email not working. Assigned: Carol.,9/24/2024,9/25/2024,Carol,2024-09-24T14:35:00
845,b49b8440,Low,Closed,Access,VPN problem,Low priority: VPN problem (Access).,3/27/2024,3/31/2024,Frank,2024-03-27T13:07:00
846,200cd909,Critical,Open,Software,Software install request,Software - Software install request. Priority: Critical.,1/6/2024,,Alice,2024-01-06T00:27:00
847,2b028a3b,Critical,In Progress,Network,Login issue,Login issue; Network; assigned Frank.,10/26/2024,10/27/2024,Frank,2024-10-26T06:50:00
848,7ff35868,High,Open,Network,Computer slow,Computer slow — Network ticket assigned to Carol.,2/10/2024,2/13/2024,Carol,2024-02-10T08:30:00
849,2242c0cc,Medium,Resolved,Security,VPN problem,VPN problem reported; Grace handling; Medium.,2/11/2024,2/18/2024,Grace,2024-02-11T16:56:00
850,651c47e0,Medium,Closed,Hardware,Software install request,Medium - Software install request. Assigned: Frank.,3/30/2024,3/31/2024,Frank,2024-03-30T00:09:00
851,65f1b7d3,High,Resolved,Access,VPN problem,David to resolve VPN problem in Access.,2/18/2024,2/23/2024,David,2024-02-18T10:00:00
852,85e8d44e,Medium,Closed,Hardware,Email not working,Email not working reported; Frank handling; Medium.,6/15/2024,,Frank,2024-06-15T21:29:00
853,15a25fb1,Critical,Resolved,Access,VPN problem,Access - VPN problem. Priority: Critical.,3/24/2024,4/2/2024,Frank,2024-03-24T00:21:00
854,c84eab33,Critical,Closed,Software,Login issue,Critical - Login issue. Assigned: Eve.,3/12/2024,,Eve,2024-03-12T08:33:00
855,a527e535,Medium,Open,Hardware,Email not working,Frank to resolve Email not working in Hardware.,1/7/2024,,Frank,2024-01-07T16:36:00
856,5df828e0,High,In Progress,Software,Email not working,Email not working; Software; assigned Frank.,6/8/2024,6/15/2024,Frank,2024-06-08T03:57:00
857,174749a8,High,Closed,Security,Email not working,Email not working reported; Frank handling; High.,6/16/2024,6/26/2024,Frank,2024-06-16T22:16:00
858,6102c23e,Medium,Closed,Access,Email not working,Medium - Email not working. Assigned: Bob.,2/9/2024,,Bob,2024-02-09T22:42:00
859,a8c46d1c,Medium,Open,Access,Computer slow,Help Bob with Computer slow (Access).,4/25/2024,4/26/2024,Bob,2024-04-25T21:47:00
860,efdbbe79,Low,Open,Software,VPN problem,Software - VPN problem. Priority: Low.,5/2/2024,5/6/2024,David,2024-05-02T15:45:00
861,623eb29b,Medium,Open,Software,VPN problem,Alice to resolve VPN problem in Software.,5/19/2024,5/27/2024,Alice,2024-05-19T19:37:00
862,86cff6d1,High,Closed,Network,Computer slow,Computer slow; Network; assigned Bob.,5/14/2024,5/23/2024,Bob,2024-05-14T00:57:00
863,0ab61fab,Low,Resolved,Network,VPN problem,Network issue: VPN problem — see ticket 0ab61fab.,2/20/2024,2/25/2024,Carol,2024-02-20T03:00:00
864,8cc69d22,Medium,Resolved,Access,Login issue,Login issue — Access ticket assigned to Frank.,9/21/2024,,Frank,2024-09-21T14:07:00
865,3de23034,Low,Closed,Security,Email not working,Email not working (Security) — ticket 3de23034.,2/23/2024,2/24/2024,Frank,2024-02-23T19:43:00
866,563ab729,Critical,Closed,Software,Email not working,Help Carol with Email not working (Software).,8/19/2024,8/28/2024,Carol,2024-08-19T12:09:00
867,8c630551,Medium,Open,Security,VPN problem,Medium priority: VPN problem (Security).,2/2/2024,2/7/2024,Alice,2024-02-02T18:00:00
868,24808a56,Medium,Resolved,Software,Software install request,Carol to resolve Software install request in Software.,10/6/2024,10/11/2024,Carol,2024-10-06T09:03:00
869,57d4e044,Low,In Progress,Software,Computer slow,Software issue: Computer slow — see ticket 57d4e044.,8/19/2024,8/29/2024,Frank,2024-08-19T01:31:00
870,793aca79,Medium,Open,Network,VPN problem,Help Grace with VPN problem (Network).,10/21/2024,10/27/2024,Grace,2024-10-21T19:49:00
871,834deb20,Critical,Resolved,Network,Email not working,Network - Email not working. Priority: Critical.,3/25/2024,4/1/2024,Grace,2024-03-25T16:50:00
872,cf63e55c,Critical,Resolved,Access,Software install request,Critical - Software install request. Assigned: Eve.,4/30/2024,,Eve,2024-04-30T22:40:00
873,d5854b7d,Low,Closed,Network,VPN problem,Network - VPN problem. Priority: Low.,3/8/2024,3/15/2024,Carol,2024-03-08T09:09:00
874,8cb665d0,High,Resolved,Access,Email not working,Access issue: Email not working — see ticket 8cb665d0.,9/14/2024,,Alice,2024-09-14T05:41:00
875,6eb0663e,Critical,Open,Network,VPN problem,Network issue: VPN problem — see ticket 6eb0663e.,1/28/2024,,Bob,2024-01-28T04:04:00
876,1243e73a,Critical,Closed,Software,Email not working,Email not working reported; Carol handling; Critical.,4/19/2024,4/25/2024,Carol,2024-04-19T08:11:00
877,1af6b6ea,Low,Open,Network,Computer slow,Low - Computer slow. Assigned: Eve.,6/8/2024,6/13/2024,Eve,2024-06-08T12:16:00
878,fdcdf118,Critical,In Progress,Security,Software install request,Critical - Software install request. Assigned: Carol.,10/18/2024,10/19/2024,Carol,2024-10-18T21:31:00
879,e717a4fc,High,Open,Network,Computer slow,Computer slow (Network) — ticket e717a4fc.,6/25/2024,6/26/2024,Bob,2024-06-25T15:36:00
880,8f7f4990,Critical,Closed,Security,Computer slow,Help Grace with Computer slow (Security).,9/7/2024,9/9/2024,Grace,2024-09-07T06:42:00
881,b24c66d0,High,Resolved,Access,Computer slow,Access issue: Computer slow — see ticket b24c66d0.,6/26/2024,6/27/2024,David,2024-06-26T23:22:00
882,12dc8293,Medium,Resolved,Access,Login issue,Login issue; Access; assigned Alice.,7/27/2024,7/31/2024,Alice,2024-07-27T05:08:00
883,a6eed0c3,High,Open,Network,Login issue,Bob to resolve Login issue in Network.,7/1/2024,7/5/2024,Bob,2024-07-01T03:08:00
884,93a1bc32,Medium,Open,Security,VPN problem,VPN problem reported; Grace handling; Medium.,10/13/2024,10/19/2024,Grace,2024-10-13T14:44:00
885,c9e7a8b3,Low,Open,Security,Email not working,Low priority: Email not working (Security).,8/14/2024,8/22/2024,Alice,2024-08-14T19:24:00
886,3bcfeda4,Medium,Resolved,Security,Login issue,Login issue (Security) — ticket 3bcfeda4.,9/18/2024,,Grace,2024-09-18T06:17:00
887,d83d759f,High,Closed,Network,Login issue,Help Frank with Login issue (Network).,6/2/2024,6/7/2024,Frank,2024-06-02T13:11:00
888,18c09bdb,Low,In Progress,Hardware,VPN problem,VPN problem (Hardware) — ticket 18c09bdb.,3/30/2024,4/9/2024,Alice,2024-03-30T16:52:00
889,0a73131c,High,Resolved,Hardware,Login issue,Login issue — Hardware ticket assigned to Carol.,1/31/2024,2/2/2024,Carol,2024-01-31T01:52:00
890,57be8145,High,Closed,Access,Software install request,Software install request — Access ticket assigned to Alice.,2/8/2024,2/14/2024,Alice,2024-02-08T15:23:00
891,52268fd1,Medium,Open,Security,Email not working,Security issue: Email not working — see ticket 52268fd1.,9/21/2024,,Grace,2024-09-21T02:46:00
892,6fe47e6a,Low,Closed,Network,Email not working,Help Bob with Email not working (Network).,4/17/2024,,Bob,2024-04-17T08:00:00
893,456eee67,High,Resolved,Hardware,Login issue,Login issue (Hardware) — ticket 456eee67.,4/17/2024,4/20/2024,David,2024-04-17T19:40:00
894,5729c52c,Medium,In Progress,Access,VPN problem,Medium priority: VPN problem (Access).,2/9/2024,,Grace,2024-02-09T12:05:00
895,143b9219,Low,Closed,Security,Computer slow,Low priority: Computer slow (Security).,6/29/2024,7/6/2024,Alice,2024-06-29T12:46:00
896,d7588d65,Critical,Open,Security,Login issue,Login issue reported; David handling; Critical.,2/18/2024,,David,2024-02-18T17:03:00
897,82df6d1d,High,In Progress,Hardware,Computer slow,Eve to resolve Computer slow in Hardware.,5/19/2024,5/28/2024,Eve,2024-05-19T19:39:00
898,f8313750,Low,Closed,Software,Login issue,Help Carol with Login issue (Software).,3/17/2024,3/25/2024,Carol,2024-03-17T23:47:00
899,bfe5d576,Critical,Resolved,Software,Email not working,Critical priority: Email not working (Software).,10/16/2024,10/25/2024,Frank,2024-10-16T03:17:00
900,d1838e90,High,In Progress,Software,Login issue,Software issue: Login issue — see ticket d1838e90.,2/4/2024,,Grace,2024-02-04T17:32:00
901,b0c81e8d,High,Closed,Software,Email not working,Software - Email not working. Priority: High.,8/24/2024,9/4/2024,Alice,2024-08-24T20:40:00
902,90cb46da,Medium,Resolved,Access,VPN problem,VPN problem — Access ticket assigned to Carol.,1/29/2024,2/8/2024,Carol,2024-01-29T11:53:00
903,44bfdf6f,Low,Closed,Access,Login issue,Access issue: Login issue — see ticket 44bfdf6f.,2/1/2024,,Grace,2024-02-01T18:17:00
904,21d67e63,Low,Resolved,Software,Computer slow,Computer slow reported; Bob handling; Low.,5/9/2024,5/10/2024,Bob,2024-05-09T14:01:00
905,f55d00c3,Critical,Closed,Network,Email not working,Email not working; Network; assigned Grace.,3/28/2024,4/4/2024,Grace,2024-03-28T18:00:00
906,908dc82a,Low,In Progress,Access,Email not working,Email not working (Access) — ticket 908dc82a.,5/16/2024,5/20/2024,Grace,2024-05-16T07:22:00
907,6375d7c5,Low,Resolved,Network,Software install request,Software install request; Network; assigned Bob.,3/25/2024,3/26/2024,Bob,2024-03-25T21:22:00
908,ebf5aefb,Low,Closed,Network,VPN problem,Low priority: VPN problem (Network).,4/10/2024,,Grace,2024-04-10T15:39:00
909,aec80225,High,Open,Access,VPN problem,High priority: VPN problem (Access).,1/24/2024,2/3/2024,Alice,2024-01-24T16:40:00
910,7ff337fb,High,In Progress,Access,Computer slow,Help Grace with Computer slow (Access).,9/11/2024,9/17/2024,Grace,2024-09-11T02:37:00
911,f03002b3,Critical,Resolved,Network,Computer slow,Computer slow; Network; assigned David.,7/31/2024,8/9/2024,David,2024-07-31T08:58:00
912,6b4561ed,Low,Resolved,Security,Software install request,Help Eve with Software install request (Security).,6/23/2024,6/29/2024,Eve,2024-06-23T17:24:00
913,035fee75,Critical,Resolved,Software,VPN problem,Software - VPN problem. Priority: Critical.,4/23/2024,5/1/2024,David,2024-04-23T16:23:00
914,8fda6bec,High,In Progress,Hardware,Computer slow,High priority: Computer slow (Hardware).,8/18/2024,,Alice,2024-08-18T22:24:00
915,a92ea958,Critical,Closed,Software,Login issue,David to resolve Login issue in Software.,5/27/2024,5/31/2024,David,2024-05-27T15:25:00
916,4886511b,Medium,Closed,Software,Software install request,Software - Software install request. Priority: Medium.,4/23/2024,5/3/2024,Bob,2024-04-23T12:55:00
917,526f9996,Medium,Open,Hardware,Computer slow,Help Frank with Computer slow (Hardware).,5/26/2024,6/4/2024,Frank,2024-05-26T06:26:00
918,771e15a4,High,Resolved,Network,VPN problem,Frank to resolve VPN problem in Network.,2/2/2024,,Frank,2024-02-02T19:09:00
919,89075f04,High,Open,Security,Email not working,Email not working reported; Carol handling; High.,3/2/2024,3/6/2024,Carol,2024-03-02T11:41:00
920,f0ae33d5,Critical,Open,Hardware,VPN problem,VPN problem; Hardware; assigned David.,2/15/2024,2/24/2024,David,2024-02-15T05:31:00
921,bf170675,Medium,Open,Hardware,Software install request,Medium priority: Software install request (Hardware).,1/9/2024,1/12/2024,Bob,2024-01-09T23:43:00
922,c289ff77,Low,Closed,Access,Computer slow,Low priority: Computer slow (Access).,2/5/2024,,Grace,2024-02-05T15:20:00
923,b8e2e293,Critical,Open,Security,Software install request,Software install request; Security; assigned Eve.,1/30/2024,2/6/2024,Eve,2024-01-30T06:21:00
924,f3f95c4e,Critical,In Progress,Hardware,VPN problem,Help Frank with VPN problem (Hardware).,7/28/2024,8/4/2024,Frank,2024-07-28T14:38:00
925,f4e7ecef,Medium,Open,Software,Email not working,Email not working — Software ticket assigned to David.,8/13/2024,8/17/2024,David,2024-08-13T07:30:00
926,36eac0db,High,Closed,Security,VPN problem,VPN problem (Security) — ticket 36eac0db.,4/24/2024,5/4/2024,David,2024-04-24T21:01:00
927,030b320a,Critical,In Progress,Network,VPN problem,Network issue: VPN problem — see ticket 030b320a.,3/11/2024,3/16/2024,Eve,2024-03-11T02:29:00
928,e842c1e0,Medium,In Progress,Hardware,Computer slow,Hardware issue: Computer slow — see ticket e842c1e0.,2/26/2024,3/6/2024,Alice,2024-02-26T03:22:00
929,9e940adf,High,Open,Hardware,Software install request,Software install request (Hardware) — ticket 9e940adf.,8/9/2024,8/13/2024,Eve,2024-08-09T18:02:00
930,1f0939e0,Medium,Closed,Access,Email not working,Medium priority: Email not working (Access).,3/10/2024,3/16/2024,Eve,2024-03-10T21:19:00
931,b9d159af,Low,Open,Hardware,Email not working,Hardware - Email not working. Priority: Low.,7/9/2024,,Frank,2024-07-09T21:06:00
932,88a27749,Low,Resolved,Hardware,VPN problem,Help Alice with VPN problem (Hardware).,7/14/2024,7/20/2024,Alice,2024-07-14T03:37:00
933,77304818,High,Resolved,Hardware,Software install request,Grace to resolve Software install request in Hardware.,5/21/2024,5/22/2024,Grace,2024-05-21T00:43:00
934,1ee356a8,Low,Closed,Hardware,Software install request,Hardware - Software install request. Priority: Low.,2/14/2024,2/14/2024,David,2024-02-14T07:20:00
935,be93d0e0,Critical,In Progress,Software,Login issue,Critical - Login issue. Assigned: David.,4/24/2024,4/27/2024,David,2024-04-24T05:00:00
936,baadf580,High,Closed,Access,Email not working,Help Grace with Email not working (Access).,6/5/2024,6/8/2024,Grace,2024-06-05T01:00:00
937,a4de63f0,Low,Closed,Hardware,Email not working,Hardware issue: Email not working — see ticket a4de63f0.,9/14/2024,9/25/2024,Frank,2024-09-14T09:22:00
938,e5356483,Critical,In Progress,Access,Email not working,Help Alice with Email not working (Access).,4/11/2024,4/16/2024,Alice,2024-04-11T14:57:00
939,a2feca63,Critical,Closed,Network,Computer slow,Critical - Computer slow. Assigned: Frank.,5/19/2024,,Frank,2024-05-19T06:22:00
940,5ba2106c,Medium,In Progress,Security,Computer slow,Computer slow — Security ticket assigned to Bob.,8/5/2024,8/14/2024,Bob,2024-08-05T10:11:00
941,e2457dea,Critical,Closed,Access,Software install request,Software install request — Access ticket assigned to Carol.,6/8/2024,6/17/2024,Carol,2024-06-08T03:01:00
942,6abf7234,Medium,Resolved,Software,VPN problem,Software issue: VPN problem — see ticket 6abf7234.,1/20/2024,1/21/2024,Alice,2024-01-20T11:35:00
943,cb8a8542,Low,Open,Hardware,VPN problem,Help Alice with VPN problem (Hardware).,9/20/2024,,Alice,2024-09-20T14:56:00
944,0c2b7655,Low,In Progress,Hardware,Computer slow,Low - Computer slow. Assigned: Carol.,6/24/2024,,Carol,2024-06-24T21:21:00
945,f303ef7d,Low,In Progress,Security,Software install request,Low - Software install request. Assigned: David.,10/6/2024,10/14/2024,David,2024-10-06T08:58:00
946,0b18d7e8,Medium,In Progress,Hardware,VPN problem,Carol to resolve VPN problem in Hardware.,1/8/2024,,Carol,2024-01-08T15:57:00
947,749b4296,High,Resolved,Network,Computer slow,Computer slow — Network ticket assigned to Alice.,9/22/2024,,Alice,2024-09-22T22:05:00
948,b0b7afc7,High,In Progress,Access,Login issue,Login issue — Access ticket assigned to Grace.,7/31/2024,8/9/2024,Grace,2024-07-31T02:47:00
949,e35e6cda,Low,Open,Access,Email not working,Email not working reported; Alice handling; Low.,7/9/2024,7/10/2024,Alice,2024-07-09T05:39:00
950,7ff76417,High,Resolved,Software,Computer slow,Software issue: Computer slow — see ticket 7ff76417.,7/3/2024,7/11/2024,Frank,2024-07-03T12:17:00
951,073597c0,Critical,Open,Software,Software install request,Software install request; Software; assigned Eve.,8/27/2024,8/29/2024,Eve,2024-08-27T17:43:00
952,d1586df3,Low,Open,Network,Computer slow,Network issue: Computer slow — see ticket d1586df3.,1/11/2024,1/13/2024,Grace,2024-01-11T15:04:00
953,a88fad11,High,In Progress,Access,Software install request,Software install request — Access ticket assigned to Carol.,4/28/2024,4/28/2024,Carol,2024-04-28T16:35:00
954,b2eceb41,Medium,Closed,Software,Email not working,Software issue: Email not working — see ticket b2eceb41.,3/5/2024,3/7/2024,Frank,2024-03-05T11:57:00
955,310e0be0,Critical,In Progress,Access,Email not working,Email not working reported; Grace handling; Critical.,3/8/2024,,Grace,2024-03-08T13:02:00
956,9bedc249,Low,Closed,Hardware,VPN problem,VPN problem (Hardware) — ticket 9bedc249.,10/2/2024,,Carol,2024-10-02T05:57:00
957,dbb90a51,Medium,Closed,Software,Login issue,Help Carol with Login issue (Software).,4/8/2024,4/9/2024,Carol,2024-04-08T18:11:00
958,66ac045b,Critical,Resolved,Network,Software install request,Bob to resolve Software install request in Network.,9/24/2024,9/30/2024,Bob,2024-09-24T11:06:00
959,4bf0dcb6,Low,Resolved,Software,Email not working,Email not working — Software ticket assigned to David.,4/5/2024,4/10/2024,David,2024-04-05T17:22:00
960,57ce24e0,Critical,Closed,Software,Software install request,Critical priority: Software install request (Software).,6/29/2024,7/7/2024,Carol,2024-06-29T07:16:00
961,a5ae0c21,Critical,Closed,Hardware,Email not working,Hardware - Email not working. Priority: Critical.,8/10/2024,8/16/2024,Grace,2024-08-10T14:14:00
962,ccb94374,Medium,Resolved,Access,Software install request,Medium priority: Software install request (Access).,3/30/2024,4/2/2024,David,2024-03-30T20:46:00
963,5df5ea14,Low,Resolved,Network,Software install request,Software install request — Network ticket assigned to Carol.,4/17/2024,,Carol,2024-04-17T14:53:00
964,67d1fbd9,Critical,Open,Security,Login issue,Critical priority: Login issue (Security).,1/9/2024,1/16/2024,Eve,2024-01-09T04:38:00
965,3a284787,Medium,Closed,Network,Computer slow,Medium - Computer slow. Assigned: Carol.,7/15/2024,7/18/2024,Carol,2024-07-15T09:49:00
